body id,particle id,x,y,z,r,m
0,0,0.7730508609164647,0.7616708104935485,5.430016726990549,1.2,14.476458947741763
1,0,3.8791850772067393,1.9426355927553371,2.0396251054296872,1.2,14.476458947741763
2,0,2.402626266065952,2.7062762993040903,5.7239682475587,1.2,14.476458947741763
3,0,1.6568669669996947,1.014315048449029,2.0179893146724504,1.2,14.476458947741763
4,0,0.24740045769750266,3.011674007484218,4.809796885586442,1.2,14.476458947741763
5,0,3.337680529819419,1.187438757279618,4.159777664547229,1.2,14.476458947741763
6,0,4.36016857686439,4.116153858098223,2.7480583880921525,1.2,14.476458947741763
7,0,3.259917521960566,4.434103330493016,7.37291055720777,1.2,14.476458947741763
8,0,2.102517046163587,3.705459004876156,3.463080054889121,1.2,14.476458947741763
9,0,2.041719368833707,3.1887660658212886,1.1812078892321698,1.2,14.476458947741763
10,0,1.7981927174837937,4.466905831382755,4.704916679927476,0.3,0.22619467105846505
11,0,1.9577523094778781,1.733375148443098,3.954550820320956,0.3,0.22619467105846505
12,0,2.985440266919428,0.19420052104816893,0.2990728262652913,0.3,0.22619467105846505
13,0,4.2293364838633565,3.777164558285725,6.4455330841298855,0.3,0.22619467105846505
14,0,0.5573780418232841,0.120356384492121,1.5369774347200131,0.3,0.22619467105846505
15,0,1.9861073926808805,0.5391065149473996,4.1369344022440835,0.3,0.22619467105846505
16,0,3.2082111768339145,3.908734974815099,1.7901171762215942,0.3,0.22619467105846505
17,0,3.897976807130438,1.3308877179190064,5.539425668519669,0.3,0.22619467105846505
18,0,1.0351206385507854,2.0979374672355213,7.012937644017214,0.3,0.22619467105846505
19,0,0.9510026595455312,2.715442792733765,6.100467357361129,0.3,0.22619467105846505
20,0,2.7103526760484304,1.5228109529058085,0.29979650986437134,0.3,0.22619467105846505
21,0,3.638961216788462,1.0505804795287972,6.410032300417151,0.3,0.22619467105846505
22,0,3.334630832288182,2.5474972079929556,0.8070974720405417,0.3,0.22619467105846505
23,0,0.050430439921646114,1.4543533498365564,0.2924230001204789,0.3,0.22619467105846505
24,0,4.2578714469686725,1.128882734828486,6.4696233739339934,0.3,0.22619467105846505
25,0,0.5213229362518383,0.9332602040309271,3.001408329029055,0.3,0.22619467105846505
26,0,3.7191048785928187,3.7594892714746115,4.048324443391531,0.3,0.22619467105846505
27,0,3.403288570473067,3.7940300848924458,5.971193697121753,0.3,0.22619467105846505
28,0,3.445611208209937,0.5713533559698213,0.2996212485694799,0.3,0.22619467105846505
29,0,2.7456155524037786,2.5256582746217093,7.172508748612681,0.3,0.22619467105846505
30,0,1.2552905263779115,4.314475285256127,6.965264520122086,0.3,0.22619467105846505
31,0,4.233348413126647,2.6785840432168024,0.29593544925403764,0.3,0.22619467105846505
32,0,0.4823772150109199,0.908530268057346,0.296584416369791,0.3,0.22619467105846505
33,0,3.3794454014208988,3.9093314375470425,5.009397695708526,0.3,0.22619467105846505
34,0,0.47668914189282785,2.2393934468360994,1.06402932181496,0.3,0.22619467105846505
35,0,2.3832033424037666,0.3491966793074164,0.2996948458621994,0.3,0.22619467105846505
36,0,2.692624520130308,4.1336190287322205,6.030586961333963,0.3,0.22619467105846505
37,0,2.301916929315652,0.054190739389933004,6.233608496382573,0.3,0.22619467105846505
38,0,3.098743886870239,0.3914840928605338,1.169010079579099,0.3,0.22619467105846505
39,0,2.8742598259932075,4.421630278725941,0.8170200417251235,0.3,0.22619467105846505
40,0,0.37799554467573504,2.627851519936851,6.2537252592165355,0.3,0.22619467105846505
41,0,3.3605457189633965,1.5683110309297954,5.610012860238412,0.3,0.22619467105846505
42,0,3.877250467518481,2.6535979147312956,5.975383223663017,0.3,0.22619467105846505
43,0,1.240179992422829,2.279288789973539,0.2996988776709277,0.3,0.22619467105846505
44,0,1.3804743221314,4.175093780563402,0.29731789317564067,0.3,0.22619467105846505
45,0,2.0063416532827887,1.1277835055337162,4.746988839729437,0.3,0.22619467105846505
46,0,1.199159070842476,3.028016950025279,6.55838249130708,0.3,0.22619467105846505
47,0,2.1496188063518713,3.979390051430179,6.474448263793544,0.3,0.22619467105846505
48,0,4.274032626368151,3.2699851617382865,0.3006903292959496,0.3,0.22619467105846505
49,0,3.2736784077786005,2.41624593977965,6.909796953180929,0.3,0.22619467105846505
50,0,4.294359692445285,3.8620919830745186,0.2979717009981271,0.3,0.22619467105846505
51,0,1.3873215404700732,1.9071870838333198,3.8966608548662682,0.3,0.22619467105846505
52,0,2.856122965006994,0.7679631442718274,0.29995477910814894,0.3,0.22619467105846505
53,0,1.5960030644698273,2.0518763751728692,6.805462966376325,0.3,0.22619467105846505
54,0,3.9297201966315285,1.4854767964785593,6.1166094318540045,0.3,0.22619467105846505
55,0,2.554071880148303,1.2088398696324636,0.7861674212392217,0.3,0.22619467105846505
56,0,0.27672523086221323,1.459342425920488,3.416735711907565,0.3,0.22619467105846505
57,0,4.44407274486931,1.0654237451278525,3.1136538171106145,0.3,0.22619467105846505
58,0,1.9689136373491272,2.2162750917826686,2.8582355043248646,0.3,0.22619467105846505
59,0,4.009146600764031,4.41343970114467,5.177699403363719,0.3,0.22619467105846505
60,0,0.22440303370155337,3.744954329200564,6.1160824547650465,0.3,0.22619467105846505
61,0,3.7557191166846358,2.0201634208594905,5.9081219205667805,0.3,0.22619467105846505
62,0,1.206333084612172,2.37608914776077,2.82591761638781,0.3,0.22619467105846505
